state,newspaper_id,newspaper_name,frequency,city,county,owner_id,owner_name,owner_type,total_circulation
OH,17468,New Washington Herald,W,New Washington,Crawford,5223,Stump David,NA,1675
OH,17459,New London Record,W,New London,Huron,3017,Horizon Publications,NA,2000
OH,17442,ThisWeek New Albany News,W,Lewis Center,Franklin,2464,New Media/GateHouse,Investment,7219
OH,17345,Morgan County Herald,W,McConnelsville,Morgan,4600,Ray Barnes Newspapers Inc,NA,5043
OH,17333,Leader-Enterprise The,W,Montpelier,Williams,1529,Bryan Publishing Company,NA,1055
OH,17308,Monroe County Beacon,W,Woodsfield,Monroe,2069,Delphos Herald Inc,NA,4965
OH,17294,Mohawk Leader,W,Carey,Wyandot,5971,Zender Steve,NA,4000
OH,17237,Miamisburg News,W,Miamisburg,Montgomery,3884,Miami Valley Newspapers,NA,3037
OH,16973,Leipsic Messenger,W,Leipsic,Putnam,3890,Mickens Inc,NA,1300
OH,16781,ThisWeek Johnstown Independent,W,Lewis Center,Licking,2464,New Media/GateHouse,Investment,6448
OH,16651,Hudson Hub-Times,W,Kent,Summit,2464,New Media/GateHouse,Investment,243
OH,16649,Huber Heights Courier,W,Vandalia,Montgomery,1039,AIM Media ,Private,10130
OH,16591,ThisWeek Hilliard Northwest News,W,Lewis Center,Franklin,2464,New Media/GateHouse,Investment,21859
OH,16516,Harrison Press,W,Harrison,Hamilton,2069,Delphos Herald Inc,NA,4110
OH,16515,Harrison News-Herald,W,Cadiz,Harrison,4867,Schloss Media Inc.,NA,6040
OH,16453,ThisWeek Grove City Record,W,Lewis Center,Franklin,2464,New Media/GateHouse,Investment,14614
OH,16437,Greenwich Enterprise Review,W,Willard,Huron,3017,Horizon Publications,NA,14200
OH,16324,ThisWeek German Village Gazette,W,Lewis Center,Franklin,2464,New Media/GateHouse,Investment,4316
OH,16310,Geauga County Maple Leaf,W,Chardon,Geauga,2575,Geauga County Maple Leaf LLC,NA,4508
OH,16267,Fulton County Expositor,W,Wauseon,Fulton,1039,AIM Media ,Private,4287
OH,16232,Franklin Chronicle,W,Miamisburg,Warren,3884,Miami Valley Newspapers,NA,3214
OH,16197,Forest Hills Journal,W,Cincinnati,Hamilton,2547,Gannett,Public,10835
OH,16094,Englewood Independent,W,Vandalia,Montgomery,1039,AIM Media ,Private,6800
OH,15955,ThisWeek Dublin Villager,W,Lewis Center,Franklin,2464,New Media/GateHouse,Investment,19462
OH,15880,ThisWeek Delaware News,W,Lewis Center,Delaware,2464,New Media/GateHouse,Investment,16520
OH,15816,Cuyahoga Falls News-Press,W,Kent,Summit,2464,New Media/GateHouse,Investment,320
OH,15706,Community Common,W,Portsmouth,Scioto,1039,AIM Media ,Private,35640
OH,15511,Chagrin Valley Times,W,Chagrin Falls,Cuyahoga,2163,Douthit Communications Inc,NA,20000
OH,15411,Canfield Town Crier,W,Warren,Mahoning,4228,Ogden Newspapers,Private,35000
OH,15332,Buckeye Lake Beacon,W,Buckeye Lake,Licking,4522,Prince Charles,NA,1477
OH,15317,Brookville Star,W,Brookville,Montgomery,4867,Schloss Media Inc.,NA,3500
OH,15223,Boardman News,W,Boardman,Mahoning,2016,Darnell Jack,NA,8100
OH,15180,ThisWeek Bexley News,W,Lewis Center,Franklin,2464,New Media/GateHouse,Investment,7691
OH,15145,Bellville Star and Tri-Forks Press,W,Bellville,Richland,1039,AIM Media ,Private,2116
OH,15089,Barnesville Enterprise,W,Barnesville,Belmont,2464,New Media/GateHouse,Investment,4643
OH,15088,Barberton Herald,W,Barberton,Summit,5611,Vespoint Publishing Co Inc,NA,41418
OH,15061,Austintown Town Crier,W,Warren,Mahoning,4228,Ogden Newspapers,Private,16206
OH,15056,Aurora Advocate,W,Kent,Portage,2464,New Media/GateHouse,Investment,167
OH,15046,Attica Hub,W,Attica,Seneca,4918,Seneca Publishing LLC,NA,4400
OH,15037,Athens News,W,Athens,Athens,1023,Adams Publishing Group,Private,15942
OH,15001,Farmland News,W,Archbold,Fulton,2727,Grisez Jed,NA,2400
OH,15000,Archbold Buckeye,W,Archbold,Fulton,1136,Archbold Buckeye Inc,NA,2186
OH,14964,Amherst News-Times,W,Oberlin,Lorain,1039,AIM Media ,Private,1499
OH,14892,Ada Herald,W,Ada,Hardin,2069,Delphos Herald Inc,NA,3000
OH,14745,Boardman Town Crier,W,Warren,Mahoning,4228,Ogden Newspapers,Private,35000
OH,14741,Press,W,Avon Lake,Lorain,2163,Douthit Communications Inc,NA,6500
OH,14740,News Leader,W,Northfield,Summit,2464,New Media/GateHouse,Investment,4425
OH,14738,Hometown Journal,W,Struthers,Mahoning,3185,Johngrass Nancy,NA,5000
OH,14737,Granville Sentinel The,W,Newark,Licking,2547,Gannett,Public,2300
OH,14736,Gazette,W,Jefferson,Ashtabula,2572,Gazette Newspapers (OH),NA,3700
OH,14733,Courier,W,Conneaut,Ashtabula,2572,Gazette Newspapers (OH),NA,2880
OH,14443,Medina Sun,W,Medina,Medina,1030,Advance Publications,Private,8639
OH,14442,Times Journal,W,Jackson,Jackson,1023,Adams Publishing Group,Private,4994
OH,14441,News Democrat,W,Georgetown,Brown,6013,Clermont Sun Publishing,NA,20200
OH,14440,Register-Herald,W,Eaton,Preble,1039,AIM Media ,Private,17300
OH,14078,Evening Leader The,D,Saint Marys,Auglaize,3017,Horizon Publications,Private,4470
OH,14077,Kenton Times,D,Kenton,Hardin,4600,Ray Barnes Newspapers Inc,NA,7200
OH,14073,Galion Inquirer,W,Galion,Crawford,1039,AIM Media ,Private,1800
OH,14070,Review Times The,D,Fostoria,Seneca,2418,Findlay Publishing Company,NA,2500
OH,14014,Times Recorder,D,Zanesville,Muskingum,2547,Gannett,Public,9834
OH,14001,Xenia Daily Gazette,D,Xenia,Greene,1039,AIM Media ,Private,5858
OH,13991,Daily Record,D,Wooster,Wayne,2464,New Media/GateHouse,Investment,18800
OH,13946,Wilmington News Journal,D,Wilmington,Clinton,1039,AIM Media ,Private,22800
OH,13805,Wapakoneta Daily News,D,Wapakoneta,Auglaize,3017,Horizon Publications,Private,4064
OH,13779,Vindicator,D,Youngstown,Mahoning,5625,Vindicator Printing Company,NA,37587
OH,13712,Urbana Daily Citizen,D,Urbana,Champaign,1039,AIM Media ,Private,4600
OH,13671,Troy Daily News,D,Troy,Miami,1039,AIM Media ,Private,22938
OH,13649,Tribune Chronicle,D,Warren,Trumbull,4228,Ogden Newspapers,Private,22058
OH,13605,Hillsboro Times-Gazette,D,Hillsboro,Highland,1039,AIM Media ,Private,4500
OH,13601,Times Bulletin The,D,Van Wert,Van Wert,2069,Delphos Herald Inc,NA,5500
OH,13565,Advertiser-Tribune,D,Tiffin,Seneca,4228,Ogden Newspapers,Private,7356
OH,13480,Telegraph-Forum,D,Mansfield,Crawford,2547,Gannett,Public,3203
OH,13373,Star-Beacon,D,Ashtabula,Ashtabula,6032,CNHI,Investment,5200
OH,13333,Springfield News-Sun,D,Springfield,Clark,1922,Cox Newspapers,Private,13055
OH,13238,Sidney Daily News,D,Sidney,Shelby,1039,AIM Media ,Private,12176
OH,13136,Sandusky Register,D,Sandusky,Erie,4835,Sandusky Newspapers Inc,NA,18373
OH,13095,Salem News,D,Salem,Columbiana,4228,Ogden Newspapers,Private,3979
OH,13009,Review,D,East Liverpool,Columbiana,4228,Ogden Newspapers,Private,5862
OH,12962,Record-Herald,D,Washington Court House,Fayette,1039,AIM Media ,Private,5235
OH,12957,Record-Courier,D,Kent,Portage,2464,New Media/GateHouse,Investment,13581
OH,12873,Portsmouth Daily Times,D,Portsmouth,Scioto,1039,AIM Media ,Private,12447
OH,12857,Port Clinton News-Herald,D,Fremont,Ottawa,2547,Gannett,Public,1941
OH,12834,Cleveland Plain Dealer The,D,Brooklyn,Cuyahoga,1030,Advance Publications,Private,148179
OH,12827,Piqua Daily Call,D,Piqua,Miami,1039,AIM Media ,Private,14591
OH,12614,Norwalk Reflector,D,Norwalk,Huron,4835,Sandusky Newspapers Inc,NA,7165
OH,12610,Northwest Signal,D,Napoleon,Henry,1529,Bryan Publishing Company,NA,4454
OH,12462,Times-Reporter The,D,New Philadelphia,Tuscarawas,2464,New Media/GateHouse,Investment,15805
OH,12376,Mount Vernon News,D,Mount Vernon,Knox,4537,Progressive Communications Corp,NA,9099
OH,12351,Morning Journal,D,Lisbon,Columbiana,4228,Ogden Newspapers,Private,8684
OH,12262,Middletown Journal,D,Middletown,Butler,1922,Cox Newspapers,Private,11208
OH,12208,Gazette,D,Medina,Medina,3583,Lorain County Printing & Publishing Co,NA,9581
OH,12182,Independent The,D,Massillon,Stark,2464,New Media/GateHouse,Investment,8368
OH,12176,Marysville Journal-Tribune,D,Marysville,Union,1276,Behrens Dan,NA,6656
OH,12171,Times-Leader,D,Martins Ferry,Belmont,4228,Ogden Newspapers,Private,10451
OH,12154,Marion Star,D,Marion,Marion,2547,Gannett,Public,5374
OH,12149,Marietta Times,D,Marietta,Washington,4228,Ogden Newspapers,Private,7488
OH,12138,News Journal,D,Mansfield,Richland,2547,Gannett,Public,14706
OH,12111,Madison Press,D,London,Madison,1039,AIM Media ,Private,4259
OH,12066,Morning Journal,D,Lorain,Lorain,2107,Digital First Media,Investment,15261
OH,12048,Logan Daily News,D,Logan,Hocking,1023,Adams Publishing Group,Private,3300
OH,12013,Lima News,D,Lima,Allen,1039,AIM Media ,Private,22551
OH,11927,Eagle-Gazette Media,D,Lancaster,Fairfield,2547,Gannett,Public,7011
OH,11908,News-Herald The,D,Willoughby,Lake,2107,Digital First Media,Investment,27104
OH,11727,Ironton Tribune,D,Ironton,Lawrence,1409,Boone Newspapers,Private,5228
OH,11560,Herald-Star,D,Steubenville,Jefferson,4228,Ogden Newspapers,Private,9281
OH,11506,JournalNews,D,Hamilton,Butler,1922,Cox Newspapers,Private,18693
OH,11466,Daily Advocate,D,Greenville,Darke,1039,AIM Media ,Private,6468
OH,11349,Gallipolis Daily Tribune,D,Gallipolis,Gallia,1039,AIM Media ,Private,4466
OH,11328,News-Messenger The,D,Fremont,Sandusky,2547,Gannett,Public,4715
OH,11261,Courier,D,Findlay,Hancock,2418,Findlay Publishing Company,NA,20129
OH,11228,Fairborn Daily Herald,D,Xenia,Greene,1039,AIM Media ,Private,3999
OH,11000,Delphos Daily Herald,D,Delphos,Allen,2069,Delphos Herald Inc,NA,13881
OH,10995,Delaware Gazette,D,Delaware,Delaware,1039,AIM Media ,Private,6000
OH,10987,Crescent-News,D,Defiance,Defiance,1023,Adams Publishing Group,Private,13500
OH,10975,Dayton Daily News,D,Franklin,Montgomery,1922,Cox Newspapers,Private,70744
OH,10932,Daily Standard,D,Celina,Mercer,5132,Standard Printing Co,NA,10000
OH,10925,Daily Sentinel,D,Pomeroy,Meigs,1039,AIM Media ,Private,3471
OH,10849,Daily Jeffersonian,D,Cambridge,Guernsey,2464,New Media/GateHouse,Investment,9322
OH,10834,Daily Globe,D,Shelby,Richland,3017,Horizon Publications,NA,3400
OH,10807,Daily Chief-Union,D,Upper Sandusky,Wyandot,4600,Ray Barnes Newspapers Inc,NA,3822
OH,10739,Coshocton Tribune,D,Coshocton,Coshocton,2547,Gannett,Public,3111
OH,10696,Columbus Dispatch The,D,Columbus,Franklin,2464,New Media/GateHouse,Investment,105917
OH,10618,Herald,D,Circleville,Pickaway,1023,Adams Publishing Group,Private,6690
OH,10614,Cincinnati Enquirer,D,Cincinnati,Hamilton,2547,Gannett,Public,86345
OH,10609,Chronicle-Telegram,D,Elyria,Lorain,3583,Lorain County Printing & Publishing Co,NA,22472
OH,10601,Chillicothe Gazette,D,Chillicothe,Ross,2547,Gannett,Public,7128
OH,10476,Repository The,D,Canton,Stark,2464,New Media/GateHouse,Investment,42968
OH,10409,Bryan Times,D,Bryan,Williams,1529,Bryan Publishing Company,NA,7499
OH,10350,Sentinel-Tribune,D,Bowling Green,Wood,1039,AIM Media ,NA,8252
OH,10309,Blade,D,Toledo,Lucas,1380,Block Communications Inc,NA,74073
OH,10260,Bellefontaine Examiner,D,Bellefontaine,Logan,3040,Hubbard Publishing Company,NA,9130
OH,10246,Beavercreek News-Current,W,Xenia,Greene,1039,AIM Media ,Private,3805
OH,10167,Athens Messenger,D,Athens,Athens,1023,Adams Publishing Group,Private,11272
OH,10154,Ashland Times Gazette,D,Ashland,Ashland,2464,New Media/GateHouse,Investment,9655
OH,10067,Review,D,Alliance,Stark,2464,New Media/GateHouse,Investment,8995
OH,10037,Akron Beacon Journal,D,Akron,Summit,2464,New Media/GateHouse,Investment,70624
OH,10024,Advocate,D,Newark,Licking,2547,Gannett,Public,11016
OK,90687,Midwest City Beacon,W,Midwest City,Oklahoma,6218,Mustang Times LLC,Private,1500
OK,90667,Wagoner County American-Tribune,W,Wagoner,Wagoner,1306,BH Media Group,Investment,2115
OK,90173,Piedmont-Surrey Gazette The,W,Piedmont,Canadian,3003,Hometown News Inc,NA,1485
OK,57868,Union Boundary,W,Tulsa,Tulsa,2683,Greater Tulsa Reporter Newspapers,NA,11876
OK,57866,Tulsa County News,W,Tulsa,Tulsa,4381,"Percefull, Gary",NA,952
OK,57865,Tulsa Beacon,W,Tulsa,Tulsa,1331,"Biggs, Charles",NA,3000
OK,57864,Oklahoma Eagle,W,Tulsa,Tulsa,2637,"Goodwin, James O",NA,5000
OK,57863,Midtown Monitor,W,Tulsa,Tulsa,2683,Greater Tulsa Reporter Newspapers,NA,8575
OK,57839,Dewey County Record,W,Seiling,Dewey,3916,"Miller, Mack",NA,1331
OK,57813,Catoosa Times,W,Tulsa,Tulsa,1511,Brown Mike,NA,1300
OK,57808,Oklahoma Gazette,W,Oklahoma City,Oklahoma,5416,Tierra Media Group,NA,52500
OK,57807,Oklahoma City Friday,W,Oklahoma City,Oklahoma,1370,"Bleakley, Bill",NA,8300
OK,57799,Chieftan,W,Okarche,Kingfisher,4546,"Pugh, Roger",NA,715
OK,57798,Nowata Star,W,Nowata,Nowata,4616,"Red, Phillip",NA,2800
OK,57791,Moore American,W,Norman,Cleveland,6032,CNHI,Investment,17500
OK,57769,Konawa Leader,W,Konawa,Seminole,4428,Phillips Stu,NA,1500
OK,57766,Jenks District Gazette,W,Tulsa,Tulsa,2683,Greater Tulsa Reporter Newspapers,NA,9476
OK,57758,Holdenville Tribune,W,Holdenville,Hughes,4731,"Robinson, Dayna",NA,0
OK,57707,Cleveland American,W,Cleveland,Pawnee,2404,"Ferguson, Rusty",NA,2150
OK,57693,Broken Arrow Express,W,Tulsa,Tulsa,2683,Greater Tulsa Reporter Newspapers,NA,2757
OK,57691,Bixby Breeze,W,Tulsa,Tulsa,2683,Greater Tulsa Reporter Newspapers,NA,2478
OK,21180,Broken Arrow Ledger,W,Broken Arrow,Tulsa,1306,BH Media Group,Investment,17868
OK,20972,Wynnewood Gazette,W,Wynnewood,Garvin,5616,"Russell, Larry",NA,1760
OK,20956,Woods County Enterprise,W,Waynoka,Woods,1644,Carson Mark and  Schnoebelen Jeff and Tim,NA,889
OK,20910,Wilson Post-Democrat,W,Healdton,Carter,1361,Blakemore Christi,NA,810
OK,20853,Wewoka Times,W,Wewoka,Seminole,4428,Phillips Stu,NA,1200
OK,20847,Westville Reporter,W,Westville,Adair,6032,CNHI,Investment,2500
OK,20682,Walters Herald,W,Walters,Cotton,5752,Wesner Publications Co,NA,198
OK,20672,Wakita Herald,W,Wakita,Grant,3343,Kiser Ken,NA,576
OK,20616,Valliant Leader,W,Valliant,McCurtain,5865,Wilson Pete,NA,1800
OK,20434,Thomas Tribune,W,Thomas,Custer,2617,Gleason Herald,NA,1150
OK,20428,Yukon Review,W,Yukon,Canadian,3911,Miller John and Dudderar Conrad,NA,9121
OK,20324,Watonga Republican,W,Watonga,Blaine,5752,Wesner Publications Co,NA,2967
OK,20239,Tuttle Times,W,Mustang,Grady,6032,CNHI,Investment,2440
OK,20203,Tonkawa News,W,Tonkawa,Kay,4475,Ponca City Publishing Co,NA,1731
OK,20037,Countywide and Sun,W,Tecumseh,Pottawatomie,1904,County-Wide News Inc.,NA,2048
OK,19993,Rush Springs GazetteThe,W,Rush Springs,Grady,2640,Goodwin Karen,NA,1225
OK,19964,Ringling Eagle,W,Ringling,Jefferson,2653,Grace Melissa,NA,1028
OK,19691,Newkirk Herald Journal,W,Newkirk,Kay,5873,Winfield Publishing Company,NA,1550
OK,19667,Mustang News,W,Mustang,Canadian,1672,Central Oklahoma Communications Co,NA,4000
OK,19641,Morris News,W,Morris,Okmulgee,5394,Thompson Herman,NA,800
OK,19579,Tri-County Herald,W,Meeker,Lincoln,4118,News Leader Company Inc,NA,1200
OK,19575,Medford Patriot-Star and Grant County Journal The,W,Medford,Grant,3343,Kiser Ken,NA,1500
OK,19562,Garvin County News Star The,W,Maysville,Garvin,4980,Shultz Jeff,NA,1900
OK,19552,Marlow Review,W,Marlow,Stephens,5787,Whitaker Harbour,NA,3700
OK,19539,Mangum Star-News,W,Mangum,Greer,4355,Paxton Casey,NA,2000
OK,19504,Lone Grove Ledger,W,Lone Grove,Carter,2942,Hicks Gary,NA,1210
OK,19336,Hughes County Times,W,Wetumka,Hughes,4739,Robinson Publishing Inc,NA,2525
OK,19325,Hominy News-Progress The,W,Hominy,Osage,2527,Furgeson and Furgeson,NA,1400
OK,19295,Herald-Democrat,W,Beaver,Beaver,3439,Lansden Joe,NA,1500
OK,19284,Hennessey Clipper,W,Hennessey,Kingfisher,5668,Walter Bill,NA,1790
OK,19279,Heavener Ledger,W,Heavener,Le Flore,3195,Johnson Jim,NA,1200
OK,19277,Healdton Herald,W,Healdton,Carter,1361,Blakemore Christi,NA,1521
OK,19159,Freedom Call,W,Freedom,Woods,1231,Barnes Islia,NA,500
OK,18989,Davis News,W,Davis,Murray,1679,Chadwick Sharon,NA,1539
OK,18980,Cyril News,W,Cyril,Caddo,1967,CSC-Cyril News,NA,838
OK,18942,Cordell Beacon The,W,Cordell,Washita,5752,Wesner Publications Co,NA,3000
OK,18911,Coalgate Record-Register,W,Coalgate,Coal,4738,Robinson-Pettis Publishing,NA,1800
OK,18866,Cherokee Messenger and Republican,W,Cherokee,Alfalfa,2798,Hammer Hoby,NA,2150
OK,18777,Bristow News,W,Bristow,Creek,5752,Wesner Publications Co,NA,3000
OK,18750,Boise City News The,W,Boise City,Cimarron,2023,David C F,NA,1750
OK,18645,Apache News,W,Apache,Caddo,5939,Wright Joy,NA,1250
OK,18632,Allen Advocate,W,Allen,Pontotoc,4739,Robinson Publishing Inc,NA,1350
OK,18622,Afton-Fairland American,W,Fairland,Ottawa,3546,Link John,NA,1070
OK,18583,Talihina American,W,Talihina,Le Flore,5503,Tricounty Publications,NA,1700
OK,18524,Sulphur Times-Democrat,W,Sulphur,Murray,3183,John James,NA,3560
OK,18500,Stroud American,W,Stroud,Lincoln,1511,Brown Mike,NA,2100
OK,18484,Stilwell Democrat Journal,W,Stilwell,Adair,6032,CNHI,Investment,5000
OK,18482,Stigler News-Sentinel,W,Stigler,Haskell,5836,Williams Linus,NA,4006
OK,18397,Spiro Graphic,W,Spiro,Le Flore,5116,Spiro Graphic Inc,NA,2925
OK,18285,Skiatook Journal,W,Skiatook,Osage,1306,BH Media Group,Investment,2091
OK,18252,Shidler Review,W,Shidler,Osage,2412,Fields Marlene,NA,1100
OK,18220,Sequoyah County Times,W,Sallisaw,Sequoyah,3758,Mayo Jim & Jeff,NA,4723
OK,18218,Sentinel Leader,W,Sentinel,Washita,5893,Wolfenburger Joleen,NA,1400
OK,18184,Sayre Record and Beckham County Democrat The,W,Sayre,Beckham,5117,Spitzer Brad,NA,2400
OK,18159,Sand Springs Leader,W,Sand Springs,Osage,1306,BH Media Group,Investment,939
OK,17951,Purcell Register,W,Purcell,McClain,3980,Montgomery John,NA,2687
OK,17792,Perkins Journal,W,Perkins,Payne,4382,Perkins Publishing Co,NA,3500
OK,17766,Pawnee Chief,W,Pawnee,Pawnee,1087,American Chief Co.,NA,2401
OK,17764,Pawhuska Journal-Capital,W,Pawhuska,Osage,2464,New Media/GateHouse,Investment,3500
OK,17706,Owasso Reporter,W,Owasso,Tulsa,1306,BH Media Group,Investment,4282
OK,17671,Oologah Lake Leader,W,Oologah,Rogers,4259,Oologah Lake Leader LLC,NA,8201
OK,17652,Okemah News Leader,W,Okemah,Okfuskee,4118,News Leader Company Inc,NA,2722
OK,17651,Okeene Record,W,Okeene,Blaine,3916,"Miller, Mack",NA,750
OK,17602,Northwest Oklahoman,W,Shattuck,Ellis,1644,Carson Mark and  Schnoebelen Jeff and Tim,NA,1350
OK,17473,Newcastle Pacer,W,Newcastle,McClain,5487,Tri-City Publications Inc,NA,1872
OK,17339,Mooreland Leader,W,Mooreland,Woodward,4871,Schnoebelen Tim,NA,845
OK,17180,McIntosh County Democrat,W,Checotah,McIntosh,5255,Sumner Newspaper Group,NA,2223
OK,17139,Marietta Monitor,W,Marietta,Love,1714,Choate Willis,NA,3180
OK,17080,Madill Record,W,Madill,Marshall,1782,Codner Mark,NA,4400
OK,17026,Lindsay News,W,Lindsay,Garvin,1579,Cable Printing Co,NA,2500
OK,16939,Latimer County News-Tribune,W,Wilburton,Latimer,5503,Tricounty Publications,NA,2440
OK,16848,Kiowa County Democrat,W,Snyder,Kiowa,4685,Richardson Dee,NA,1025
OK,16780,Johnston County Capital-Democrat,W,Tishomingo,Johnston,3572,Lokey Ray,NA,3048
OK,16703,Indian Journal,W,Eufaula,McIntosh,5255,Sumner Newspaper Group,NA,3600
OK,16605,Hinton Record,W,Hinton,Caddo,5752,Wesner Publications Co,NA,1031
OK,16309,Geary Star,W,Geary,Canadian,1338,Bingham Alisha,NA,1250
OK,16282,Garber-Billings News,W,Garber,Garfield,2975,Hogan Vickie,NA,700
OK,16275,Gage Record,W,Arnett,Ellis,2077,Denson Jerry,NA,300
OK,16250,Frederick Press-Leader,W,Frederick,Tillman,6031,Graystone Media Group LLC,Private,1000
OK,16179,Fletcher Herald,W,Fletcher,Comanche,3990,Moor Lynn,NA,950
OK,16142,Fairview Republican,W,Fairview,Major,2366,Fairview Republican Inc,NA,2895
OK,16076,Ellis County Capital,W,Arnett,Ellis,2077,Denson Jerry,NA,1088
OK,16054,El Reno Tribune,W,El Reno,Canadian,5498,Tribune Publishing (independent family-owned),NA,5500
OK,15953,Drumright Gusher,W,Drumright,Creek,5613,Vice Barbara,NA,1192
OK,15877,Delaware County Journal,W,Jay,Delaware,2464,New Media/GateHouse,Investment,2230
OK,15693,Comanche Times,W,Comanche,Stephens,1403,Bolton Steve,NA,1135
OK,15631,Clayton Today,W,Clayton,Pushmataha,5503,Tricounty Publications,NA,1056
OK,15579,Choctaw County Times,W,Hugo,Choctaw,5138,Stanper Stan,NA,1157
OK,15543,Chelsea Reporter,W,Chelsea,Rogers,3584,Lord Linda,NA,1850
OK,15442,Carnegie Herald,W,Carnegie,Caddo,1873,Cooper Lori & Donald,NA,1405
OK,15304,Broken Bow News,W,Idabel,McCurtain,5848,Willingham Bruce,NA,1232
OK,15200,Black Chronicle,W,Oklahoma City,Oklahoma,4391,Perry Publishing & Broadcasting Company,NA,30000
OK,15091,Bigheart Times,W,Barnsdall,Osage,2335,Evans Bob,NA,3000
OK,15045,Atoka County Times,W,Atoka,Atoka,1586,Cain Louise,NA,4000
OK,14986,Antlers American,W,Antlers,Pushmataha,3017,Horizon Publications,Private,2703
OK,14754,Prague Times-Herald The,W,Prague,Lincoln,3483,Lee Andrew,NA,2500
OK,14753,Bethany Tribune The,W,Bethany,Oklahoma,4638,Reid Family Newspapers,NA,3500
OK,14752,Lincoln County News,W,Chandler,Lincoln,3744,Mathis Steve,NA,3890
OK,14447,Kingfisher Times and Free Press,W,Kingfisher,Kingfisher,4639,Reid Gary,NA,3800
OK,14119,Woodward News,D,Woodward,Woodward,6032,CNHI,Investment,7198
OK,14116,Vinita Daily Journal,D,Vinita,Craig,4638,Reid Family Newspapers,NA,4331
OK,14112,Miami News-Record,D,Miami,Ottawa,2464,New Media/GateHouse,Investment,4000
OK,14111,McCurtain Daily Gazette,D,Idabel,McCurtain,3082,Idabel Gazette,NA,5850
OK,14108,Guthrie News Leader,W,Guthrie,Logan,1088,American Hometown Publishing,NA,5649
OK,14093,Elk City Daily News,D,Elk City,Beckham,2276,Elk City Daily News Inc,NA,3700
OK,14091,Cushing Citizen,W,Cushing,Payne,4637,Reid David,NA,6800
OK,14090,Blackwell Journal-Tribune,W,Blackwell,Kay,1088,American Hometown Publishing,NA,2478
OK,14084,Anadarko Daily News The,D,Anadarko,Caddo,3766,McBride Carolyn & Joe,NA,4000
OK,13853,Weatherford Daily News,D,Weatherford,Custer,4638,Reid Family Newspapers,NA,4464
OK,13684,Tulsa World,D,Tulsa,Tulsa,1306,BH Media Group,Investment,68573
OK,13508,Durant Daily Democrat,D,Durant,Bryan,6031,Graystone Media Group LLC,Private,5123
OK,13504,Oklahoman The,D,Oklahoma City,Oklahoma,2464,New Media/GateHouse,Investment,107931
OK,13464,Tahlequah Daily Press,D,Tahlequah,Cherokee,6032,CNHI,Investment,11040
OK,13402,Stillwater News Press,D,Stillwater,Payne,6032,CNHI,Investment,10153
OK,13215,Shawnee News-Star The,D,Shawnee,Pottawatomie,2464,New Media/GateHouse,Investment,7175
OK,13192,Seminole Producer The,D,Seminole,Seminole,4428,Phillips Stu,NA,5600
OK,13150,Sapulpa Daily Herald,D,Sapulpa,Creek,5255,Sumner Newspaper Group,NA,4501
OK,12886,Poteau Daily News,D,Poteau,Le Flore,3017,Horizon Publications,Private,2850
OK,12852,Ponca City News The,D,Ponca City,Kay,4475,Ponca City Publishing Co,NA,7706
OK,12788,Perry Daily Journal,D,Perry,Noble,4638,Reid Family Newspapers,NA,3250
OK,12764,Pauls Valley Democrat,W,Pauls Valley,Garvin,6032,CNHI,Investment,2950
OK,12656,Okmulgee Daily Times,D,Okmulgee,Okmulgee,5255,Sumner Newspaper Group,NA,4483
OK,12571,Norman Transcript,D,Norman,Cleveland,6032,CNHI,Investment,25883
OK,12403,Muskogee Phoenix,D,Muskogee,Muskogee,6032,CNHI,Investment,14491
OK,12194,McAlester News-Capital,D,Mcalester,Pittsburg,6032,CNHI,Investment,12717
OK,11955,Lawton Constitution The,D,Lawton,Comanche,5084,Southern Newspapers,NA,18488
OK,11668,Hugo News,W,Hugo,Choctaw,3061,Hugo Publishing Company,NA,2600
OK,11557,Henryetta Free Lance,W,Henryetta,Okmulgee,5255,Sumner Newspaper Group,NA,2000
OK,11495,Guymon Daily Herald,D,Guymon,Texas,3017,Horizon Publications,Private,2332
OK,11484,Grove Sun,W,Grove,Delaware,2464,New Media/GateHouse,Investment,2800
OK,11180,Enid News and Eagle,D,Enid,Garfield,6032,CNHI,Investment,7950
OK,11119,Edmond Sun The,W,Edmond,Oklahoma,6032,CNHI,Investment,3540
OK,11064,Duncan Banner,D,Duncan,Stephens,6032,CNHI,Investment,4100
OK,10898,Claremore Daily Progress The,D,Claremore,Rogers,6032,CNHI,Investment,9290
OK,10800,Daily Ardmoreite The,D,Ardmore,Carter,2464,New Media/GateHouse,Investment,5767
OK,10657,Clinton Daily News,D,Clinton,Custer,1769,Clinton Daily News,NA,3613
OK,10595,Express-Star The,D,Chickasha,Grady,6032,CNHI,Investment,18705
OK,10221,Examiner-Enterprise,D,Bartlesville,Washington,2464,New Media/GateHouse,Investment,7053
OK,10078,Alva Review-Courier,W,Alva,Woods,3714,Martin Lynn,NA,14500
OK,10077,Altus Times,D,Altus,Jackson,6031,Graystone Media Group LLC,Private,4591
OK,10010,Ada News,D,Ada,Pontotoc,6032,CNHI,Investment,9577
OR,57988,Umpqua Post The,W,Coos Bay,Douglas,3484,Lee Enterprises,Public,750
OR,57984,Willamette Week,W,Portland,Multnomah,1735,City of Roses Newspapers Inc,NA,70100
OR,57982,Portland Tribune,W,Portland,Multnomah,4308,Pamplin Media Group,NA,0
