state,newspaper_id,newspaper_name,frequency,city,county,owner_id,owner_name,owner_type,total_circulation
MN,18481,Stewartville Star,W,Stewartville,Olmsted,4881,Schroeder William,NA,6375
MN,18473,Stearns-Morrison Enterprise,W,Albany,Stearns,5144,Star Publications,NA,5020
MN,18458,Moose Lake Star Gazette,W,Moose Lake,Carlton,2485,Franklin Tim,NA,3865
MN,18455,Staples World,W,Staples,Wadena,2092,Devlin Newspapers Inc,NA,1900
MN,18443,St. Peter Herald,W,Saint Peter,Nicollet,1023,Adams Publishing Group,Private,1391
MN,18427,St. Charles Press,W,Saint Charles,Winona,5225,Stumpf Daniel,NA,1475
MN,18423,St. Anthony Bulletin,W,North Saint Paul,Hennepin,3533,Lillie Suburban Newspapers,NA,2209
MN,18407,Springfield Advance-Press,W,Springfield,Brown,2895,Hedstrom Peter,NA,1852
MN,18406,Spring Valley Tribune,W,Spring Valley,Fillmore,4426,Phillips Publishing Inc,NA,1481
MN,18402,Spring Grove Herald,W,Spring Grove,Houston,4426,Phillips Publishing Inc,NA,1114
MN,18358,South-West Review,W,North Saint Paul,Dakota,3533,Lillie Suburban Newspapers,NA,11021
MN,18291,Sleepy Eye Herald Dispatch,W,Sleepy Eye,Brown,2464,New Media/GateHouse,Investment,1515
MN,18288,Downtown Journal,W,Minneapolis,Hennepin,3938,Minnesota Premiere Publications,NA,30220
MN,18272,Silver Lake Leader,W,Silver Lake,McLeod,3817,McLeod Publishing Inc,NA,1132
MN,18259,Shoreview Arden Hills Bulletin,W,North Saint Paul,Ramsey,3533,Lillie Suburban Newspapers,NA,19721
MN,18258,Shoreview Press,W,Shoreview,Ramsey,4508,Press Publications Inc,NA,10282
MN,18224,Shakopee Valley News,W,Savage,Scott,4618,Red Wing Publishing Co,NA,4602
MN,18187,Scenic Range News Forum,W,Bovey,Itasca,3201,Johnson L L and Cynthia,NA,1603
MN,18179,Savage Pacer,W,Savage,Scott,4618,Red Wing Publishing Co,NA,5614
MN,18178,Sauk Rapids Herald,W,Sauk Rapids,Benton,2152,Doroff Ronald,NA,9998
MN,18176,Sauk Centre Herald,W,Sauk Centre,Stearns,5144,Star Publications,NA,3276
MN,18110,Roseville Review,W,North Saint Paul,Ramsey,3533,Lillie Suburban Newspapers,NA,13269
MN,18104,Roseau Times-Region,W,Roseau,Roseau,5892,Wojciechowski Jodie,NA,3191
MN,18030,Renville County Register,W,Renville,Renville,4649,Renco Publishing,NA,1800
MN,17978,Ramsey County Review,W,North Saint Paul,Anoka,3533,Lillie Suburban Newspapers,NA,494
MN,17959,Quad Community Press,W,White Bear Lake,Anoka,4508,Press Publications Inc,NA,6757
MN,17942,Proctor Journal,W,Proctor,St. Louis,1296,Benson Jake,NA,1800
MN,17941,Prior Lake American,W,Savage,Scott,4618,Red Wing Publishing Co,NA,9080
MN,17940,Princeton Union-Eagle,W,Princeton,Mille Lacs,1023,Adams Publishing Group,Private,1806
MN,17913,Blooming Prairie Times,W,Blooming Prairie,Steele,1563,Bussler Publishing Inc,NA,1073
MN,17883,Pope County Tribune,W,Glenwood,Pope,2160,Douglass  Tim,NA,3250
MN,17851,Plainview News,W,Plainview,Wabasha,5224,Stumpf Daniel,NA,1261
MN,17850,St. James Plaindealer,W,Saint James,Watonwan,2464,New Media/GateHouse,Investment,1185
MN,17843,Pipestone County Star,W,Pipestone,Pipestone,4447,Pipestone Publishing Co.,NA,2752
MN,17836,Pine River Journal,W,Pine River,Cass,4018,Morris Communications Company,Private,1174
MN,17835,Pine County Courier,W,Pine City,Pine,2485,Franklin Tim,NA,1834
MN,17834,Pine City Pioneer,W,Pine City,Pine,4508,Press Publications Inc,NA,2692
MN,17775,Pelican Rapids Press,W,Pelican Rapids,Otter Tail,3877,Meyer Jeff,NA,2470
MN,17768,Paynesville Press,W,Paynesville,Stearns,3140,Jacobson Michael,NA,2319
MN,17741,Park Rapids Enterprise,W,Park Rapids,Hubbard,2467,Forum Communications,Private,4260
MN,17694,Osseo-Maple Grove Press,W,Osseo,Hennepin,1023,Adams Publishing Group,Private,9494
MN,17685,Osakis Review,W,Alexandria,Douglas,2467,Forum Communications,Private,1175
MN,17631,Oakdale Lake Elmo Review,W,North Saint Paul,Washington,3533,Lillie Suburban Newspapers,NA,8991
MN,17615,Norwood Young America Times,W,Waconia,Carver,1023,Adams Publishing Group,Private,2591
MN,17608,Northwood Press,W,Nevis,Hubbard,3701,Marjon Printers Inc,NA,1356
MN,17584,Northfield News,W,Northfield,Rice,1023,Adams Publishing Group,Private,2850
MN,17581,Northern Watch,W,Thief River Falls,Pennington,3819,MCM Media,NA,22000
MN,17562,North Star News,W,Karlstad,Kittson,4295,Page 1 Publications Inc,NA,1490
MN,17530,Norman County Index,W,Ada,Norman,2523,Fund Ross,NA,1653
MN,17524,Nobles County Review,W,Adrian,Nobles,3206,Johnson Publications Inc.,NA,2367
MN,17470,New York Mills Herald,W,New York Mills,Otter Tail,2467,Forum Communications,Private,1835
MN,17463,Star Eagle,W,New Richland,Waseca,3614,Lutgens James,NA,2000
MN,17445,New Brighton-Mounds View Bulletin,W,North Saint Paul,Ramsey,3533,Lillie Suburban Newspapers,NA,26230
MN,17404,Murray County Wheel Herald,W,Slayton,Murray,1273,Beers Randy,NA,7300
MN,17380,Mountain Lake/Butterfield Observer-Advocate,W,Mountain Lake,Cottonwood,1733,Citizen Publishing Co,NA,1141
MN,17354,Morrison County Record,W,Little Falls,Morrison,1023,Adams Publishing Group,Private,18615
MN,17353,Morris Sun Tribune,W,Morris,Stevens,2467,Forum Communications,Private,2561
MN,17349,Morgan Messenger,W,Morgan,Redwood,3797,"McGonigle, Daniel",NA,1018
MN,17334,Delano Herald Journal,W,Delano,Wright,1110,Anderson Publications,NA,1925
MN,17332,Monticello Times,W,Monticello,Wright,1023,Adams Publishing Group,Private,1330
MN,17328,Montgomery Messenger,W,Montgomery,Le Sueur,5243,Suel Printing Co.,NA,1792
MN,17322,Montevideo American-News,W,Montevideo,Chippewa,2464,New Media/GateHouse,Investment,3298
MN,17281,Minnesota Lake Tribune,W,Minnesota Lake,Faribault,3263,Kain Don,NA,921
MN,17266,Mille Lacs Messenger,W,Isle,Mille Lacs,3862,MessAge Media Inc,NA,4500
MN,17265,Mille Lacs County Times,W,Princeton,Mille Lacs,1023,Adams Publishing Group,Private,1559
MN,17226,Messenger Banner,W,Stephen,Marshall,5284,Sustad Keith,NA,1499
MN,17201,Melrose Beacon,W,Melrose,Stearns,5144,Star Publications,NA,4200
MN,17128,Maplewood Review,W,North Saint Paul,Ramsey,3533,Lillie Suburban Newspapers,NA,447
MN,17125,Maple Lake Messenger,W,Maple Lake,Wright,4354,Pawlenty Ed and Michele,NA,1113
MN,17079,Madelia Times-Messenger,W,Madelia,Watonwan,4499,Prairie Publishing,NA,891
MN,16989,Lewiston Journal,W,Saint Charles,Winona,5224,Stumpf Daniel,NA,974
MN,16953,Leader Record,W,Gonvick,Clearwater,4684,Richards Dick,NA,1535
MN,16951,Leroy Independent,W,Le Roy,Mower,2341,Evans Publishing & Printing,NA,1536
MN,16921,Lamberton News,W,Lamberton,Redwood,2105,Dietl Joe,NA,1704
MN,16910,Lakefield Standard,W,Lakefield,Jackson,3553,Livewire Printing Company,NA,1096
MN,16903,Lake Region Times,W,Madison Lake,Blue Earth,2730,Groebner Jerry,NA,791
MN,16901,Lake Region Life,W,New Prague,Le Sueur,5243,Suel Printing Co.,NA,1490
MN,16896,Lake Park Journal,W,Hawley,Becker,4518,Prim Group,NA,1712
MN,16888,Lake Crystal Tribune,W,Lake Crystal,Blue Earth,3694,Marben Don,NA,1183
MN,16886,Lake County News-Chronicle,W,Two Harbors,Lake,2467,Forum Communications,Private,2031
MN,16882,Lake Country Echo,W,Pequot Lakes,Crow Wing,2464,New Media/GateHouse,Investment,2879
MN,16877,Lafayette Nicollet Ledger,W,Lafayette,Nicollet,4499,Prairie Publishing,NA,1274
MN,16851,Kittson County Enterprise,W,Hallock,Kittson,4179,Northern Media,NA,1200
MN,16826,Kerkhoven Banner,W,Kerkhoven,Swift,3939,Minnesota Western Peach,NA,1220
MN,16824,Kenyon Leader,W,Kenyon,Goodhue,1023,Adams Publishing Group,Private,2970
MN,16803,Kanabec County Times,W,Mora,Kanabec,4508,Press Publications Inc,NA,3000
MN,16784,Jordan Independent,W,Jordan,Scott,4618,Red Wing Publishing Co,NA,1709
MN,16761,Jasper Journal,W,Jasper,Pipestone,4447,Pipestone Publishing Co.,NA,654
MN,16742,Jackson County Pilot,W,Jackson,Jackson,3553,Livewire Printing Company,NA,1700
MN,16728,Isanti County News,W,Cambridge,Isanti,1023,Adams Publishing Group,Private,13073
MN,16699,Independent Review,W,Litchfield,Meeker,4618,Red Wing Publishing Co,NA,13354
MN,16695,Independent News Herald,W,Clarissa,Todd,1295,Benning Publishing and Printing,NA,2467
MN,16668,Hutchinson Leader,W,Hutchinson,McLeod,4618,Red Wing Publishing Co,NA,4949
MN,16643,Houston County News,W,La Crescent,Houston,3484,Lee Enterprises,Public,2134
MN,16602,Hinckley News,W,Hinckley,Pine,2485,Franklin Tim,NA,1600
MN,16592,Hills Crescent,W,Luverne,Rock,5450,Tollefson Publishing,NA,394
MN,16547,Henderson Independent,W,Henderson,Sibley,5467,Townsend C. Ed,NA,870
MN,16522,Hastings Star-Gazette,W,Hastings,Dakota,2467,Forum Communications,Private,4918
MN,16395,Grant County Herald,W,Elbow Lake,Becker,3416,Lakeview Publishing,NA,1835
MN,16393,Granite Falls and Clarkfield Advocate Tribune,W,Granite Falls,Yellow Medicine,2464,New Media/GateHouse,Investment,2108
MN,16386,Grand Rapids Herald-Review,W,Grand Rapids,Itasca,1023,Adams Publishing Group,Private,7883
MN,16304,Gaylord Hub,W,Gaylord,Sibley,2098,Dice Joe,NA,1815
MN,16265,Fulda Free Press,W,Fulda,Murray,3206,Johnson Publications Inc.,NA,1148
MN,16248,Frazee-Vergas Forum,W,Frazee,Becker,2490,Frazee Forum Inc,NA,2100
MN,16201,Forest Lake Times,W,Forest Lake,Washington,1023,Adams Publishing Group,Private,13076
MN,16200,The Lowdown - Forest Lake Area,W,White Bear Lake,Washington,4508,Press Publications Inc,NA,2985
MN,16151,Farmers Independent,W,Bagley,Clearwater,2382,Farmers Publishing Co.,NA,2400
MN,16146,Faribault County Register,W,Blue Earth,Faribault,4228,Ogden Newspapers,Private,3000
MN,16129,Excelsior-Shorewood Sun Sailor,W,Excelsior,Hennepin,1023,Adams Publishing Group,Private,
MN,16101,Dassel-Cokato Enterprise Dispatch,W,Cokato,Meeker,2920,Herald Journal Publishing Inc,NA,2200
MN,16087,Ely Echo,W,Ely,St. Louis,3905,Milestones Inc,NA,3272
MN,16068,Elk River Star News,W,Elk River,Sherburne,1023,Adams Publishing Group,Private,20658
MN,16036,Edgerton Enterprise,W,Edgerton,Pipestone,2399,Fennema Jill,NA,1679
MN,16030,Eden Prairie News,W,Eden Prairie,Hennepin,4618,Red Wing Publishing Co,NA,11632
MN,16026,Echo-Press,W,Alexandria,Douglas,2467,Forum Communications,Private,7000
MN,16006,East Side Review,W,North St Paul,Ramsey,3533,Lillie Suburban Newspapers,NA,16480
MN,15974,ECM Post Review,W,North Branch,Chisago,1023,Adams Publishing Group,Private,1170
MN,15925,Dodge County Independent,W,Kasson,Dodge,1631,Carlson Randy,NA,1419
MN,15924,Dodge Center Star-Herald,W,Dodge Center,Dodge,2128,Dobson Larry and Melanie,NA,1824
MN,15874,South Crow River News,W,Osseo,Wright,1023,Adams Publishing Group,Private,1135
MN,15843,Dawson Sentinel,W,Dawson,Lac qui Parle,2042,Dawson Sentinel,NA,1677
MN,15820,Dakota County Tribune,W,Apple Valley,Dakota,1023,Adams Publishing Group,Private,12706
MN,15795,Crosby-Ironton Courier,W,Crosby,Crow Wing,5297,Swensen Thomas and LaBorde Lori,NA,3341
MN,15757,Messenger,W,Scandia,Washington,4508,Press Publications Inc,NA,1600
MN,15752,Cottonwood County Citizen,W,Windom,Cottonwood,1733,Citizen Publishing Co,NA,2767
MN,15724,Coon Rapids Herald,W,Coon Rapids,Anoka,1023,Adams Publishing Group,Private,2726
MN,15721,Cook County News-Herald,W,Grand Marais,Cook,3316,Kettunen Hal,NA,4076
MN,15696,Comfrey Times,W,Comfrey,Brown,1718,Christensen Steve,NA,650
MN,15595,City Pages,W,Minneapolis,Hennepin,5146,Star Tribune Media Company LLC (Glen Taylor),NA,112025
MN,15581,Chokio Review,W,Chokio,Stevens,2501,Free Scout Press Inc,NA,779
MN,15559,Chisago County Press,W,Lindstrom,Chisago,4991,Silver Matt,NA,3528
MN,15532,Chaska Herald,W,Chaska,Carver,4618,Red Wing Publishing Co,NA,4822
MN,15516,Chanhassen Villager,W,Chaska,Carver,4618,Red Wing Publishing Co,NA,4532
MN,15513,Champlin-Dayton Press,W,Osseo,Hennepin,1023,Adams Publishing Group,Private,6261
MN,15414,Cannon Falls Beacon,W,Cannon Falls,Goodhue,2005,Dalton Richard,NA,3900
MN,15409,Canby News,W,Canby,Yellow Medicine,2537,Gale Richard,NA,1799
MN,15369,Byron Review,W,Byron,Olmsted,2128,Dobson Larry and Melanie,NA,1200
MN,15337,Duluth Budgeteer News,W,Duluth,St. Louis,2467,Forum Communications,Private,39294
MN,15232,Bonanza Valley Voice,W,Brooten,Stearns,3194,Johnson Howard,NA,1100
MN,15209,Blaine-Spring Lake Park Life,W,Coon Rapids,Anoka,1023,Adams Publishing Group,Private,15901
MN,15195,Bird Island Union,W,Bird Island,Renville,3044,Hubin Publishing Co Inc,NA,325
MN,15155,Benton County News,W,Foley,Benton,5963,Youso Ronald,NA,1766
MN,15104,Battle Lake Review,W,Battle Lake,Otter Tail,4354,Pawlenty Ed and Michele,NA,2026
MN,15074,Balaton Press Tribune,W,Balaton,Lyon,5478,Tracy Publishing Company,NA,415
MN,15015,Arlington Enterprise,W,Arlington,Sibley,3817,McLeod Publishing Inc,NA,1440
MN,14983,Anoka County Union Herald,W,Coon Rapids,Anoka,1023,Adams Publishing Group,Private,4493
MN,14932,Alden Advance,W,Alden,Freeborn,3171,Jensen Paul,NA,744
MN,14916,Aitkin Independent Age,W,Aitkin,Aitkin,3862,MessAge Media Inc,NA,4630
MN,14635,Tri-County News,W,Kimball,Stearns,3751,Matua Jean,NA,2385
MN,14634,Elysian Enterprise,W,New Prague,Lake of Woods,5674,Wann Charles,NA,422
MN,14633,Lake City GraphicThe,W,Lake City,Wabasha,4886,Schumacher Terry,NA,2892
MN,14632,Gazette,W,Red Lake Falls,Red Lake,5402,Thoreson Rod,NA,1171
MN,14631,Exponent,W,East Grand Forks,Polk,4295,Page 1 Publications Inc,NA,1343
MN,14630,Northern Star,W,Clinton,Big Stone,3260,Kaercher Publications Inc,NA,1822
MN,14629,Le Sueur News-Herald,W,Le Center,Le Sueur,1023,Adams Publishing Group,Private,909
MN,14628,News Record,W,Zumbrota,Goodhue,2723,Grimsrud Peter,NA,3550
MN,14368,Northern Light,W,Williams,Lake of Woods,4295,Page 1 Publications Inc,NA,1453
MN,14367,Pilot-Independent,W,Walker,Cass,1023,Adams Publishing Group,Private,2200
MN,14366,Redwood Falls Gazette The,W,Redwood Falls,Redwood,2464,New Media/GateHouse,Investment,2608
MN,14363,Rock County Star Herald,W,Luverne,Rock,5451,Tollefson Publishing,NA,2800
MN,14360,Farmington Independent The,W,Farmington,Dakota,2467,Forum Communications,Private,2500
MN,14359,Detroit Lakes Tribune,W,Detroit Lakes,Becker,2467,Forum Communications,Private,3678
MN,13969,Winona Daily News,D,Winona,Winona,3484,Lee Enterprises,Public,7631
MN,13870,West Central Tribune,D,Willmar,Kandiyohi,2467,Forum Communications,Private,10561
MN,13401,Stillwater Gazette,D,Stillwater,Washington,1023,Adams Publishing Group,Private,1615
MN,13341,St. Cloud Times,D,Saint Cloud,Stearns,2547,Gannett,Public,19010
MN,13092,St. Paul Pioneer Press,D,Saint Paul,Ramsey,2107,Digital First Media,Investment,146923
MN,12977,Republican Eagle,W,Red Wing,Goodhue,2467,Forum Communications,Private,5414
MN,12875,Post-Bulletin,D,Rochester,Olmsted,5016,Small Newspaper Group,NA,31350
MN,12698,Owatonna People's Press,D,Owatonna,Steele,1023,Adams Publishing Group,Private,5392
MN,12466,Journal,D,New Ulm,Brown,4228,Ogden Newspapers,Private,6102
MN,12291,Star Tribune,D,Minneapolis,Hennepin,5146,Star Tribune Media Company LLC (Glen Taylor),NA,297027
MN,12234,Mesabi Daily News,D,Virginia,St. Louis,1023,Adams Publishing Group,Private,9143
MN,12135,Free Press,D,Mankato,Blue Earth,6032,CNHI,Investment,10934
MN,11695,Independent,D,Marshall,Lyon,4228,Ogden Newspapers,Private,5422
MN,11242,Faribault Daily News,D,Faribault,Rice,1023,Adams Publishing Group,Private,14011
MN,11237,Sentinel,D,Fairmont,Martin,4228,Ogden Newspapers,Private,4639
MN,11063,Duluth News-Tribune,D,Duluth,St. Louis,2467,Forum Communications,Private,23478
MN,10952,Hibbing Daily Tribune,D,Hibbing,St. Louis,1023,Adams Publishing Group,Private,5523
MN,10854,Journal,W,International Falls,Koochiching,4173,North Star Publishing,NA,3109
MN,10851,Fergus Falls Daily Journal The,D,Fergus Falls,Otter Tail,1409,Boone Newspapers,Private,5943
MN,10833,Worthington Daily Globe,D,Worthington,Nobles,2467,Forum Communications,Private,6025
MN,10775,Crookston Daily Times,D,Crookston,Polk,2464,New Media/GateHouse,Investment,1367
MN,10360,Brainerd Dispatch,D,Brainerd,Crow Wing,2467,Forum Communications,Private,9597
MN,10271,Bemidji Pioneer,D,Bemidji,Beltrami,2467,Forum Communications,Private,5375
MN,10190,Austin Daily Herald,D,Austin,Mower,1409,Boone Newspapers,Private,4200
MN,10049,Albert Lea Tribune,D,Albert Lea,Freeborn,1409,Boone Newspapers,Private,5456
MN,90700,Pine Knot News,W,Cloquet,Carlton,6225,Pine Knot News,Private,
MO,90684,Warren County Record,W,Warrenton,Warren,6217,Missourian Publishing Co.,Private,3555
MO,90231,Lake Gazette,W,Monroe City,Marion and Ralls,3418,Lakeway Publishers,NA,
MO,90219,Farmington Press,D,Farmington,St. Francois,3484,Lee Enterprises,Public,37825
MO,90181,Caldwell County News,W,Hamilton,Caldwell,3396,L & M Publications,NA,1212
MO,90070,McDonald County Press,W,Pineville,McDonald,5735,Wehco Media,NA,6127
MO,55484,Lincoln County Journal,W,Troy,Lincoln,3418,Lakeway Publishers,NA,37700
MO,55482,Southwest County Journal,W,Town and Country,St. Louis,5091,Southwest County Journal,NA,29000
MO,55481,Citizen Journal,W,Town and Country,St. Louis,1731,Citizen Journal,NA,15500
MO,55470,St. Louis Evening Whirl,W,Saint Louis,St. Louis city,5387,Thomas Publishing,NA,50500
MO,55469,St. Louis Argus,W,Saint Louis,St. Louis city,2861,"Hasaan, Eddie",NA,33000
MO,55468,St. Louis American,W,Saint Louis,St. Louis city,5245,"Suggs, Donald",NA,67637
MO,55467,Riverfront Times,W,Saint Louis,St. Louis city,5982,Euclid Media Group,NA,55297
MO,55453,Slater Main Street News,W,Slater,Saline,1346,"Black, Jean E",NA,1213
MO,55441,Pierce City Leader-Journal,W,Sarcoxie,Jasper,2145,Donley Paul,NA,1000
MO,55416,Southwest City Republic,W,Pineville,McDonald,5175,Stephens Media LLC,NA,5500
MO,55414,McDonald County News-Gazette,W,Pineville,McDonald,5175,Stephens Media LLC,NA,1431
MO,55413,Goodman News-Dispatch,W,Pineville,McDonald,5175,Stephens Media LLC,NA,200
MO,55412,Anderson Graphic,W,Pineville,McDonald,5175,Stephens Media LLC,NA,683
MO,55402,Christian County Headliner News,W,Ozark,Christian,1836,Community Publishers Inc,NA,3789
MO,55392,Nixa News Enterprise,W,Nixa,Christian,1455,"Branch, Chuck",NA,2463
MO,55391,Weekly Record,W,New Madrid,New Madrid,5391,"Thomason, Ed",NA,1060
MO,55388,Nevada Herald,W,Nevada,Vernon,4797,Rust Communications,Private,5605
MO,55372,Nodaway News Leader,W,Maryville,Nodaway,5862,"Wilson, Kay",NA,
MO,55363,Delta News Citizen,W,Malden,Dunklin,3070,"Hunt, Bud",NA,2500
MO,55360,Unterrified Democrat,W,Linn,Osage,5642,"Voss, Jerrilynn",NA,7100
MO,55354,Lee's Summit Tribune,W,Lees Summit,Jackson,1035,"Ahern, Linda",NA,3500
MO,55337,Pitch,W,Kansas City,Jackson,5078,SouthComm Inc,NA,42500
MO,55335,Northeast News,W,Kansas City,Jackson,1806,"Collins, Leslie",NA,12541
MO,55333,Kansas City Globe,W,Kansas City,Jackson,3235,"Jordon, Marion",NA,10500
MO,55331,Call,W,Kansas City,Jackson,5187,"Stewart, Donna",NA,16456
MO,55309,Salt River Journal,W,Hannibal,Marion,5788,"Whitaker, Jack",NA,14613
MO,55294,Independent News,W,Florissant,St. Louis,5544,Two Rivers Publishing,NA,26925
MO,55290,Current Wave,W,Eminence,Shannon,2564,"Gates, Susie",NA,1624
MO,55283,East Prairie Eagle and Enterprise Courier,W,East Prairie,Mississippi,1291,Bennett Carlin,NA,2500
MO,55266,North Side Journal,W,Chesterfield,St. Louis,3728,"Marty, Carolyn",NA,31000
MO,55222,Santa Fe Times,W,Alma,Lafayette,4235,"Oldfield, Linda",NA,1097
MO,21490,Republic Monitor,W,Republic,Greene,1836,Community Publishers Inc,NA,2068
MO,20835,Weston Chronicle,W,Weston,Platte,3830,McPherson Beth,NA,1600
MO,20753,Puxico Press,W,Puxico,Stoddard,4797,Rust Communications,Private,4306
MO,20739,Webster-Kirkwood Times,W,Saint Louis,St. Louis,5728,Webster-Kirkwood Times Inc.,NA,40474
MO,20733,Webster County Citizen,W,Seymour,Webster,3482,Lebanon Publishing Co,NA,2012
MO,20731,Webb City Sentinel,W,Webb City,Jasper,2452,Foos Bob,NA,2050
MO,20723,Wayne County Journal-Banner,W,Piedmont,Wayne,2279,Ellinghouse Publishing Co. Inc.,NA,3270
MO,20705,Washington Missourian,W,Washington,Franklin,3927,Miller William Sr,NA,12130
MO,20696,Warren County Journal,W,Warrenton,Warren,3484,Lee Enterprises,Public,3555
MO,20628,Vedette,W,Greenfield,Dade,2464,New Media/GateHouse,Investment,2403
MO,20584,Unionville Republican,W,Unionville,Putnam,3339,Kinzler Ron,NA,6700
MO,20542,Troy Free Press,W,Troy,Lincoln,3418,Lakeway Publishers,NA,1000
MO,20520,Tri-County Weekly,W,Jamesport,Daviess,3256,K-K Printing,NA,1500
MO,20477,Tipton Times,W,Tipton,Moniteau,5609,Vernon Publishing Inc.,NA,1900
MO,20455,Times Observer,W,Oregon,Holt,4707,"Ripley, B J",NA,2010
MO,20397,Windsor Review,W,Windsor,Henry,4264,Osage Valley Publishing Inc,NA,1850
MO,20335,Democrat Argus The,W,Caruthersville,Pemiscot,4797,Rust Communications,Private,2447
MO,20276,Versailles Leader-Statesman,W,Versailles,Morgan,5609,Vernon Publishing Inc.,NA,4200
MO,20269,Vandalia Leader The,W,Vandalia,Audrain,3418,Lakeway Publishers,NA,2226
MO,20190,Times Tribune,W,Grant City,Worth,1014,Ackley Publishing,NA,1236
MO,20160,Tarkio Avalanche,W,Tarkio,Atchison,2381,Farmer W C & Mike,NA,2230
MO,20116,Steelville Star-Crawford Mirror,W,Steelville,Crawford,5407,Three Rivers Media,NA,5750
MO,20114,Steele Enterprise,W,Steele,Pemiscot,4797,Rust Communications,Private,2250
MO,20074,South County Times,W,Saint Louis,St. Louis,5728,Webster-Kirkwood Times Inc.,NA,36975
